ID,quality-score,pixels added through insertion/deletion,total number of changed pixels,pixels total in original,changed pixels as percent of pixels in original,number of pixels in bigger image,changed pixels as percent of pixels in bigger image,insertion-deletion-error,total-number-of-changed-pixels,pixels-total-in-original,changed-pixels-as-percent-of-pixels-in-original,number-of-pixels-in-bigger-image,changed-pixels-as-percent-of-pixels-in-bigger-image,count,shifts total,shiftsToTop,shiftsToTopRight,shiftsToRight,shiftsToBottomRight,shiftsToBottom,shiftsToBottomLeft,shiftsToLeft,shiftsToTopLeft,small shifts total,small shiftsToTop,small shiftsToTopRight,small shiftsToRight,small shiftsToBottomRight,small shiftsToBottom,small shiftsToBottomLeft,small shiftsToLeft,small shiftsToTopLeft,big shifts total,big shiftsToTop,big shiftsToTopRight,big shiftsToRight,big shiftsToBottomRight,big shiftsToBottom,big shiftsToBottomLeft,big shiftsToLeft,big shiftsToTopLeft
133,2,0,261286,3621266,7.2153220000000005,3621266,7.2153220000000005,0,261286,3621266,7.2153220000000005,3621266,7.2153220000000005,224,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
140,2,575086,2290189,6702962,34.16682,6702962,34.16682,0,2129469,6702962,31.769073,6702962,31.769073,381,10,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,7,0,0,0
142,1,0,219287,12462018,1.7596428,12462018,1.7596428,0,221912,12462018,1.7807068,12462018,1.7807068,3323,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
147,5,15655726,16040019,16565482,96.827965,16565482,96.827965,0,16040026,16565482,96.82799999999999,16565482,96.82799999999999,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2,95620,1183504,4249626,27.849604,4249626,27.849604,0,1013836,4249626,23.857063,4249626,23.857063,440,74,0,0,0,0,0,0,72,2,67,0,0,0,0,0,0,66,1,6,0,0,0,0,0,0,6,0
176,1,0,113,6249450,0.0018081592000000002,6249450,0.0018081592000000002,0,113,6249450,0.0018081592000000002,6249450,0.0018081592000000002,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,0,0,949370,0.0,949370,0.0,0,0,949370,0.0,949370,0.0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,0,0,978056,0.0,978056,0.0,0,0,978056,0.0,978056,0.0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,0,30815,2755222,1.1184216999999999,2755222,1.1184216999999999,0,30815,2755222,1.1184216999999999,2755222,1.1184216999999999,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,554596,643209,4599322,13.984865,5153918,12.480000500000001,0,88613,4599322,1.9266535,4599322,1.9266535,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2,0,30906,3427294,0.901761,3427294,0.901761,0,30906,3427294,0.901761,3427294,0.901761,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,0,11383,3953204,0.28794366,3953204,0.28794366,0,11383,3953204,0.28794366,3953204,0.28794366,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,0,0,1155636,0.0,1155636,0.0,0,0,1155636,0.0,1155636,0.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2,0,129712,1195250,10.85229,1195250,10.85229,0,129712,1195250,10.85229,1195250,10.85229,197,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
197,2,229488,552309,2100908,26.289062,2100908,26.289062,0,547158,2100908,26.043882,2100908,26.043882,442,16,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,15,0,0,0,0,0
200,1,0,2515,3374020,0.07454016,3374020,0.07454016,0,2515,3374020,0.07454016,3374020,0.07454016,3428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,0,233,905658,0.025727151,905658,0.025727151,0,233,905658,0.025727151,905658,0.025727151,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2,40980,616711,3798846,16.234167000000003,3839826,16.06091,0,351993,3798846,9.265787,3798846,9.265787,448,39,0,0,0,0,37,1,1,0,1,0,0,0,0,0,0,1,0,38,0,0,0,0,37,1,0,0
209,1,4098,202902,5035076,4.029770399999999,5039174,4.026493,0,198804,5035076,3.9483813999999997,5035076,3.9483813999999997,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,4098,4098,1482110,0.2764977,1482110,0.2764977,0,4098,1482110,0.2764977,1482110,0.2764977,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,0,2651,1273112,0.20822991,1273112,0.20822991,0,2651,1273112,0.20822991,1273112,0.20822991,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2,0,3919,1490306,0.26296613,1490306,0.26296613,0,3919,1490306,0.26296613,1490306,0.26296613,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2,0,3919,1107826,0.35375592,1107826,0.35375592,0,3919,1107826,0.35375592,1107826,0.35375592,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1,0,337363,5220852,6.461838200000001,5220852,6.461838200000001,0,337363,5220852,6.461838200000001,5220852,6.461838200000001,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1,0,1993,3550234,0.056137145,3550234,0.056137145,0,1993,3550234,0.056137145,3550234,0.056137145,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2,0,167582,2562616,6.5394893,2562616,6.5394893,0,166472,2562616,6.4961743,2562616,6.4961743,1070,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
252,2,0,37732,2716974,1.3887508999999998,2716974,1.3887508999999998,0,36938,2716974,1.3595271999999998,2716974,1.3595271999999998,414,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
253,1,0,42267,2544858,1.6608785,2544858,1.6608785,0,42267,2544858,1.6608785,2544858,1.6608785,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,2,158456,1679897,6092360,27.573829999999997,6092360,27.573829999999997,0,647794,6092360,10.632891,6092360,10.632891,840,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,0,0,0
258,1,45078,60883,1236230,4.924892400000001,1236230,4.924892400000001,0,60883,1236230,4.924892400000001,1236230,4.924892400000001,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,2,297788,375468,3010664,12.471269,3308452,11.348752000000001,0,77680,3010664,2.5801618,3010664,2.5801618,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2,289592,524884,3286596,15.970445000000002,3286596,15.970445000000002,0,516591,3286596,15.718117000000001,3286596,15.718117000000001,299,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
274,1,0,0,2073588,0.0,2073588,0.0,0,0,2073588,0.0,2073588,0.0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,3,710320,2415710,2715608,88.95651,2715608,88.95651,0,2415710,2715608,88.95651,2715608,88.95651,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,2,117476,4806253,9653522,49.78756,9770998,49.18897,0,4171103,9653522,43.208096000000005,9653522,43.208096000000005,947,94,2,0,0,0,0,7,75,10,75,0,0,0,0,0,0,75,0,2,2,0,0,0,0,0,0,0
292,1,0,32,22380544,0.00014298133,22380544,0.00014298133,0,32,22380544,0.00014298133,22380544,0.00014298133,4968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2,88790,333641,3305720,10.092839,3305720,10.092839,0,274063,3305720,8.290569,3305720,8.290569,1144,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
307,1,0,7444,1103728,0.6744415,1103728,0.6744415,0,7444,1103728,0.6744415,1103728,0.6744415,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,1,0,28800,3920420,0.73461515,3920420,0.73461515,0,28760,3920420,0.7335949,3920420,0.7335949,624,4,0,0,2,0,0,0,2,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
309,1,0,0,1118754,0.0,1118754,0.0,0,0,1118754,0.0,1118754,0.0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1,0,195362,10731296,1.8204884999999997,10731296,1.8204884999999997,0,207304,10731296,1.9317703999999998,10731296,1.9317703999999998,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1,618798,1348240,5901120,22.847189,5901120,22.847189,0,1348240,5901120,22.847189,5901120,22.847189,879,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
339,2,348330,1793972,7310832,24.538548000000002,7310832,24.538548000000002,0,1681448,7310832,22.999407,7310832,22.999407,1344,29,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,27,0,0,0,0,1,0,0
354,2,113378,437457,3122676,14.009042,3122676,14.009042,0,437472,3122676,14.009522,3122676,14.009522,933,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
361,1,0,18,4007844,0.00044911928,4007844,0.00044911928,0,18,4007844,0.00044911928,4007844,0.00044911928,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,3,1024500,1143214,2906848,39.328303999999996,2906848,39.328303999999996,0,1092064,2906848,37.568665,2906848,37.568665,841,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
385,1,0,0,3453248,0.0,3453248,0.0,0,0,3453248,0.0,3453248,0.0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1,0,0,978056,0.0,978056,0.0,0,0,978056,0.0,978056,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1,0,0,4998194,0.0,4998194,0.0,0,0,4998194,0.0,4998194,0.0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1,0,0,2038072,0.0,2038072,0.0,0,0,2038072,0.0,2038072,0.0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1,0,0,1488940,0.0,1488940,0.0,0,0,1488940,0.0,1488940,0.0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,1,0,0,1488940,0.0,1488940,0.0,0,0,1488940,0.0,1488940,0.0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,1,12294,17485,3868512,0.45198256,3880806,0.45055073,0,5191,3868512,0.13418595,3868512,0.13418595,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2,13660,343433,15502734,2.215306,15502734,2.215306,0,299513,15502734,1.9320011000000001,15502734,1.9320011000000001,2985,7,0,0,0,0,1,1,5,0,7,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0
465,1,13660,428946,17748438,2.4168098,17748438,2.4168098,0,382296,17748438,2.1539697999999996,17748438,2.1539697999999996,2984,7,0,0,0,0,0,1,6,0,7,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
466,1,13660,313442,13853972,2.2624702,13853972,2.2624702,0,261397,13853972,1.8868018,13853972,1.8868018,2871,9,0,0,0,0,0,2,7,0,8,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
467,2,13660,338258,15855162,2.133425,15855162,2.133425,0,293097,15855162,1.8485904,15855162,1.8485904,2823,12,0,0,0,0,3,2,6,1,10,0,0,0,0,3,1,6,0,1,0,0,0,0,0,0,0,1
483,1,0,3228,5203094,0.06204001,5203094,0.06204001,0,3285,5203094,0.06313551,5203094,0.06313551,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2,0,219825,4249626,5.172808,4249626,5.172808,0,219825,4249626,5.172808,4249626,5.172808,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,3,1834538,4458584,7257558,61.433666,7257558,61.433666,0,3806873,7257558,52.45391,7257558,52.45391,1009,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,0,0,0,0,0,0,0
517,1,0,345,1139244,0.03028324,1139244,0.03028324,0,345,1139244,0.03028324,1139244,0.03028324,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,1,0,0,1211642,0.0,1211642,0.0,0,0,1211642,0.0,1211642,0.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,1,25954,125914,4865692,2.5877922000000004,4865692,2.5877922000000004,0,123087,4865692,2.5296915,4865692,2.5296915,3149,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
536,2,25954,127722,5166212,2.4722562000000003,5166212,2.4722562000000003,0,124895,5166212,2.4175353,5166212,2.4175353,3190,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
538,1,5464,8063,1066846,0.7557792,1066846,0.7557792,0,5624,1066846,0.52716136,1066846,0.52716136,275,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,1,0,0,3722350,0.0,3722350,0.0,0,0,3722350,0.0,3722350,0.0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,1,13660,13722,905658,1.5151415000000001,905658,1.5151415000000001,0,13722,905658,1.5151415000000001,905658,1.5151415000000001,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,1,0,62,1072310,0.00578191,1072310,0.00578191,0,62,1072310,0.00578191,1072310,0.00578191,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,1,0,62,1072310,0.00578191,1072310,0.00578191,0,62,1072310,0.00578191,1072310,0.00578191,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,1,0,62,1072310,0.00578191,1072310,0.00578191,0,62,1072310,0.00578191,1072310,0.00578191,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,1,0,62,1072310,0.00578191,1072310,0.00578191,0,62,1072310,0.00578191,1072310,0.00578191,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,1,13660,13722,905658,1.5151415000000001,905658,1.5151415000000001,0,13722,905658,1.5151415000000001,905658,1.5151415000000001,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,1,13660,13722,905658,1.5151415000000001,905658,1.5151415000000001,0,13722,905658,1.5151415000000001,905658,1.5151415000000001,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,1,13660,13722,905658,1.5151415000000001,905658,1.5151415000000001,0,13722,905658,1.5151415000000001,905658,1.5151415000000001,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,1,0,45,1072310,0.0041965474,1072310,0.0041965474,0,45,1072310,0.0041965474,1072310,0.0041965474,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,1,0,62,1072310,0.00578191,1072310,0.00578191,0,62,1072310,0.00578191,1072310,0.00578191,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,1,0,0,1252622,0.0,1252622,0.0,0,0,1252622,0.0,1252622,0.0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,0,2846,4218208,0.06746941,4218208,0.06746941,0,2846,4218208,0.06746941,4218208,0.06746941,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,1,0,182585,22380544,0.8158201999999999,22380544,0.8158201999999999,0,153350,22380544,0.68519336,22380544,0.68519336,1809,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0
590,2,0,140002,1580462,8.858295,1580462,8.858295,0,140002,1580462,8.858295,1580462,8.858295,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,1,0,14668,2076320,0.7064421999999999,2076320,0.7064421999999999,0,14668,2076320,0.7064421999999999,2076320,0.7064421999999999,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,2,0,136015,1580462,8.606028,1580462,8.606028,0,136015,1580462,8.606028,1580462,8.606028,1129,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
606,1,0,7543,1195250,0.63108134,1195250,0.63108134,0,7543,1195250,0.63108134,1195250,0.63108134,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,1,0,0,885168,0.0,885168,0.0,0,0,885168,0.0,885168,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,1,0,0,885168,0.0,885168,0.0,0,0,885168,0.0,885168,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,1,0,0,885168,0.0,885168,0.0,0,0,885168,0.0,885168,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,1,0,0,885168,0.0,885168,0.0,0,0,885168,0.0,885168,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,1,0,0,885168,0.0,885168,0.0,0,0,885168,0.0,885168,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,1,64202,686657,6036354,11.37536,6036354,11.37536,0,453005,6036354,7.504613000000001,6036354,7.504613000000001,855,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0
622,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,1,0,4941,905658,0.5455701999999999,905658,0.5455701999999999,0,4941,905658,0.5455701999999999,905658,0.5455701999999999,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,1,0,0,997180,0.0,997180,0.0,0,0,997180,0.0,997180,0.0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,1,0,8578,3356262,0.25558195,3356262,0.25558195,0,8578,3356262,0.25558195,3356262,0.25558195,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,1,0,0,1622808,0.0,1622808,0.0,0,0,1622808,0.0,1622808,0.0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,1,27320,62373,1880982,3.3159807,1880982,3.3159807,0,62373,1880982,3.3159807,1880982,3.3159807,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,2,300520,381894,1487574,25.67227,1788094,21.357601000000003,0,81374,1487574,5.4702487,1487574,5.4702487,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,2,27320,127816,1912400,6.683539,1912400,6.683539,0,127816,1912400,6.683539,1912400,6.683539,6222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,1,0,60634,11736672,0.51662004,11736672,0.51662004,0,60406,11736672,0.5146774000000001,11736672,0.5146774000000001,3504,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
699,1,0,70,4368468,0.0016023924,4368468,0.0016023924,0,70,4368468,0.0016023924,4368468,0.0016023924,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,4,14908524,16037641,19311142,83.04864,19311142,83.04864,0,16037653,19311142,83.0487,19311142,83.0487,1207,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,4,2066758,2327313,4315194,53.932987,4315194,53.932987,0,2317691,4315194,53.710007,4315194,53.710007,427,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
717,1,0,42492,9424034,0.4508897,9424034,0.4508897,0,42492,9424034,0.4508897,9424034,0.4508897,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
